epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
60,11259.2,1.53017,1.25199,0.01914,0.68857,0.5349,0.58451,0.36522,1.50039,1.60659,0.02295,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
61,11440.6,1.53018,1.27602,0.01911,0.69136,0.53382,0.58385,0.36513,1.50113,1.60346,0.02298,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
62,11619.4,1.52581,1.24953,0.01894,0.69649,0.53364,0.58496,0.36501,1.50011,1.60244,0.02294,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
63,11801.1,1.51845,1.24268,0.01905,0.70179,0.52909,0.58542,0.36561,1.49902,1.60365,0.02291,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
64,11983.3,1.5275,1.24213,0.01911,0.69038,0.53408,0.58458,0.36583,1.49934,1.6029,0.02286,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
65,12163.4,1.52254,1.23077,0.01894,0.68484,0.53582,0.58344,0.36554,1.4964,1.60722,0.02283,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
66,12346.5,1.51693,1.2398,0.01892,0.6781,0.53612,0.58324,0.3658,1.49996,1.60302,0.0229,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
67,12525.8,1.52172,1.23498,0.01911,0.67877,0.54085,0.58249,0.36565,1.49959,1.60647,0.02286,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
68,12708.9,1.51984,1.21041,0.01896,0.69243,0.53786,0.58465,0.3664,1.49999,1.60297,0.02286,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
69,12889.5,1.51271,1.21438,0.01889,0.69821,0.53802,0.58603,0.36668,1.50163,1.59598,0.02292,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
70,13071.2,1.51761,1.21841,0.01895,0.68962,0.54006,0.58533,0.36648,1.49794,1.60182,0.02288,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
71,13250.9,1.51552,1.22396,0.01881,0.68594,0.54217,0.58863,0.36883,1.49148,1.60926,0.02274,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
72,13430.3,1.50735,1.21227,0.01869,0.67886,0.54649,0.58808,0.36887,1.49237,1.61452,0.02273,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
73,13607.1,1.50484,1.20615,0.01878,0.68396,0.54409,0.58647,0.3671,1.49306,1.61777,0.02276,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
74,13782.9,1.50431,1.20352,0.01875,0.68817,0.54184,0.58817,0.36776,1.4946,1.61239,0.02283,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
